,title,premium_level_id,is_premium,category
78,Playful woman giving high-five to dog while sitting at home office,4,True,"{'id': 643, 'name': 'Lifestyle'}"
79,"teenage girl hiker with her English Cream Golden Retriever puppy looking at the Slate River, Crested Butte, CO.",4,True,"{'id': 922, 'name': 'Sports'}"
80,dog starring at camera with sad face,3,True,[]
81,Woman with dogs talking selfie through smart phone at beach during sunny day,4,True,"{'id': 633, 'name': 'Beaches'}"
82,French Bulldogs in Front of Houses,3,True,[]
83,Crop woman stroking adorable Border Collie and Pomeranian dogs in room,3,True,[]
84,Low angle shot of sled dogs pulling musher. Winter scene in Swedish Lapland,3,True,"{'id': 1, 'name': 'Animals'}"
85,Pet dogs at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
86,Woman playing with purebred dogs on sofa,3,True,"{'id': 695, 'name': 'People'}"
87,Curious dog watching woman eating lunch in home office,4,True,"{'id': 1, 'name': 'Animals'}"
88,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
89,"A young woman trains dog on the beach
",3,True,[]
90,African American senior woman feeding two dogs in kitchen at home,4,True,"{'id': 135, 'name': 'Living rooms'}"
91,Winter walk with the dogs,3,True,"{'id': 109, 'name': 'Other'}"
92,Detail of leather boots with blanket in car van ,3,True,[]
93,girl and dogs,3,True,[]
94,"African wild dogs (Lycaon pictus), Madikwe Game Reserve, North West province",3,True,[]
95,Little girl playing with dog in autumn woods,3,True,"{'id': 695, 'name': 'People'}"
96,Couple running with their dogs in nature,4,True,[]
97,dogs with winter coats,3,True,[]
98,Side view of crop anonymous male giving bone and feeding Great Dane dog while standing on street,3,True,[]
99,dogs chasing each other,3,True,[]
0,"Portrait of dachshund and Boston terrier dogs (Canis lupus familiaris) sitting together in a velvet chair in an abandoned house, looking at camera",4,True,"{'id': 1, 'name': 'Animals'}"
1,Portrait of a dog,3,True,[]
2,Gay couple playing with dogs,3,True,[]
3,Purebred dogs sitting on stairs,3,True,[]
4,Close up of West Highland White Terrier,3,True,"{'id': 1, 'name': 'Animals'}"
5,Two large dogs sitting on a fancy velvet seat in studio,3,True,[]
6,Anonymous young man playing with dogs in park,3,True,"{'id': 695, 'name': 'People'}"
7,A dog on a beach,3,True,"{'id': 1, 'name': 'Animals'}"
8,girl playing with dog in the backyard,3,True,"{'id': 695, 'name': 'People'}"
9,Two working dogs sit on ute.,3,True,[]
10,Dalmatian,3,True,"{'id': 1, 'name': 'Animals'}"
11,Same sex female couple holding hands walking dogs on Cape Cod beach,3,True,"{'id': 109, 'name': 'Other'}"
12,Woman  playing with wolf dog in the forest,3,True,[]
13,Two dogs lying in the sun,3,True,[]
14,Cute dog,3,True,[]
15,Mature Black woman playing with her pet dog in bedroom at home,3,True,[]
16,Smiling woman lying with collie dogs on grass at park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
17,Two short-coated brown and gray dogs,3,True,[]
18,Sunset Watching,3,True,[]
19,AI generated illustration dog,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
20,Happy african american mother and son lying on floor with their pet dog,4,True,"{'id': 731, 'name': 'Parenting'}"
21,Shy mixed breed dogs in doghouse,3,True,[]
22,Portrait of little italian greyhound dog,3,True,"{'id': 1, 'name': 'Animals'}"
23,"young woman playing with her dogs in apartment
",3,True,[]
24,West Highland White Terrier outdoors on floatie in pool,3,True,"{'id': 1, 'name': 'Animals'}"
25,young woman with her dog at home,3,True,[]
26,Man with dogs sitting in living room,3,True,"{'id': 1, 'name': 'Animals'}"
27,Teenage girl walking dogs,3,True,[]
28,Farmer and working dogs sitting in ute in the paddock.,3,True,"{'id': 1013, 'name': 'Transport'}"
29,Woman hugging a dog,3,True,[]
30,Little girl playing with dog in autumn woods,3,True,"{'id': 695, 'name': 'People'}"
31,Close up of wheaten terrier dog surrounded by green fern leaves.,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
32,cute dachshund waiting,3,True,"{'id': 1, 'name': 'Animals'}"
33,man walking dogs by the coast,3,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
34,Dogs: Shiba inu dog in red hat,3,True,"{'id': 618, 'name': 'Winter'}"
35,Cute Schnauzer dog portrait,3,True,[]
36,Happy couple sitting in living room with dogs and cardboard boxes,4,True,[]
37,Dog Walking Illustration,3,True,"{'id': 1, 'name': 'Animals'}"
38,Two young friends playing with their dogs,3,True,[]
39,Young man and his dogs enjoying the sunset on the top of the mountain,3,True,"{'id': 734, 'name': 'Men'}"
40, Veterinarian examining dogs teeth,4,True,"{'id': 744, 'name': 'Doctor'}"
41,portrait of a labrador retriever dog,3,True,[]
42,dogs sleeping on dog bed,3,True,[]
43, woman feeding five pet dogs indoors at home,3,True,[]
44,"Running Dogs, Linda Braucht (b.20th C./American), Computer graphics",3,True,"{'id': 1, 'name': 'Animals'}"
45,gay couple with their dogs outdoors in nature,3,True,[]
46,Generative AI image of leaping beagle and a smiling boy in the garden.,3,True,"{'id': 1, 'name': 'Animals'}"
47,Portrait of a German shorthaired pointer dog wearing Easter bunny ears and a bow tie,3,True,"{'id': 1, 'name': 'Animals'}"
48,funny photo of a dog wearing a party hat,3,True,"{'id': 1, 'name': 'Animals'}"
49,dog working behind the laptop,3,True,[]
50,Woman drying off her dog,3,True,[]
51,Portrait of dog lying on carpet at home,3,True,"{'id': 1, 'name': 'Animals'}"
52,Couple walks their dogs down the sidewalk,3,True,[]
53,Young woman petting sad dog in the animal shelter,4,True,"{'id': 912, 'name': 'Homelessness'}"
54,Broholmer dog breed puppy standing and looking into the camera,4,True,"{'id': 1043, 'name': 'Travel'}"
55,black Schnauzer dog  studio portrait ,3,True,[]
56,Brown poodle dog on grass in park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,"young boy and his dogs by river, Crested Butte, CO.",4,True,"{'id': 922, 'name': 'Sports'}"
58,Prairie dogs,3,True,[]
59,Low section of two women walking dogs in forest,4,True,"{'id': 695, 'name': 'People'}"
60,Girl playing with her dogs in the porch,4,True,"{'id': 775, 'name': 'Women'}"
61,Big orange dog looks his human in a forest,3,True,[]
62,dogs sleeping on dog bed,3,True,[]
63,Two dogs at crematorium by the river. ,3,True,[]
64,Close-up of hot dogs cooking on a grill,3,True,"{'id': 289, 'name': 'Food'}"
65,gay couple with their dogs outdoors in nature,3,True,[]
66,Generative AI illustration of portrait of cool dog in black virtual reality glasses with opened mouth on blue background,3,True,"{'id': 1, 'name': 'Animals'}"
67,Windswept Yorkie puppy dog looking out of a car window,3,True,[]
68,Mid fifties woman looking sideways with farm dogs on ute.,3,True,"{'id': 1, 'name': 'Animals'}"
69,"Female dog walker walking dogs on leashes in city park
",4,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
70,dog playing with a stick,3,True,"{'id': 1, 'name': 'Animals'}"
71,two sisters and dogs laying in bed holding hands giggling morning time,3,True,"{'id': 109, 'name': 'Other'}"
72,Dog dressed up,3,True,[]
73,dogs playing at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
74,AI generated illustration dog,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
75,Film photograph of two mutt dogs playing with their family on the sofa,3,True,[]
76,Woman carrying poodle dog in wicker basket and walking at autumn park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
77,Woman with dogs on the beach.,3,True,[]
78,Two dogs on top of sand hill,3,True,"{'id': 469, 'name': 'Frames'}"
79,A beautiful woman has fun with her dog in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
80,"Mother and grand mother cleaning garden, gardening ",3,True,"{'id': 643, 'name': 'Lifestyle'}"
81,Woman with Cocker Spaniel dog standing outdoors,4,True,[]
82,Senior woman drying dog with towel in bathroom after wash,3,True,"{'id': 643, 'name': 'Lifestyle'}"
83,Golden retriever dog chasing toy while swimming under water in swimming pool,3,True,"{'id': 1, 'name': 'Animals'}"
84,Beautiful woman with long hair holding smart phone while looking at dog in living room,3,True,[]
85,dogs lying on the seat of a motorhome,3,True,[]
86,Generative AI illustration of back view of unrecognizable female tourist sitting on the floor looking at the lake with cute calm dog,3,True,"{'id': 695, 'name': 'People'}"
87,Lost poster for robot dog,3,True,[]
88,training a dog,3,True,"{'id': 1, 'name': 'Animals'}"
89,"People walking dogs on leashes
",4,True,"{'id': 1, 'name': 'Animals'}"
90,Girl with her dog,3,True,[]
91,"Adorable shot of girl embracing her dog in outdoors. Generative AI, Generative AI",3,True,"{'id': 1, 'name': 'Animals'}"
92,Dog drinking from a bottle of water for dogs,3,True,"{'id': 2, 'name': 'Accessories'}"
93,Woman  playing with wolf dog in the forest,3,True,[]
94,"Group of fourteen dogs sitting on a bench and table in the park, Florida, USA",3,True,"{'id': 1, 'name': 'Animals'}"
95,woman with dog,3,True,"{'id': 1, 'name': 'Animals'}"
96,Smiling senior woman holding plate of food and stroking dog at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
97,a row of Pixelated dogs on pink background,3,True,[]
98,"Black and white Frenchton, boston terrier and french bull dog, at the beach",3,True,"{'id': 633, 'name': 'Beaches'}"
99,Two dogs on beach at seaside,3,True,"{'id': 596, 'name': 'Landscapes'}"
0,dog playing with a stick,3,True,"{'id': 596, 'name': 'Landscapes'}"
1,Small dog sunbathing in a field of yellow flowers,4,True,"{'id': 1043, 'name': 'Travel'}"
2,senior woman laughing with her dogs in the backyard,3,True,[]
3,pawprints in the sand,3,True,"{'id': 633, 'name': 'Beaches'}"
4,Woman pampering dog while doing yoga in the gym,3,True,[]
5,gay couple with their dogs outdoors in nature,3,True,[]
6,Arctic sled dogs traverse melting ice landscape. Generative ai image,3,True,"{'id': 1, 'name': 'Animals'}"
7,Woman sitting smiling at her Pitbull pet dog,3,True,"{'id': 1, 'name': 'Animals'}"
8,Romantic couple standing together in park with two dogs on leads,3,True,"{'id': 695, 'name': 'People'}"
9,Portrait of a mixed breed dog making a funny face against a black background; Studio Shot,4,True,"{'id': 1, 'name': 'Animals'}"
10,Portrait of dog in winter,4,True,"{'id': 618, 'name': 'Winter'}"
11,Millennial man sitting with his two black dogs on alert in the forest,3,True,[]
12,dogs sleeping on dog bed,3,True,[]
13,Wolf dogs in the mountain,3,True,[]
14,Farmer and working dogs walking in the dust,3,True,[]
15,Two African wild dogs (Lycaon pictus) ,3,True,"{'id': 1, 'name': 'Animals'}"
16,"Hot dogs with French fries, ketchup and mayonnaise",4,True,[]
17,"A woman and her dog watch from the back of a boat at Elephant Butte State Park, New Mexico",3,True,"{'id': 1043, 'name': 'Travel'}"
18,Young woman walking with her dog,3,True,[]
19,People petting dog in group therapy session,4,True,"{'id': 1, 'name': 'Animals'}"
20,Close up of dog laying on floor,4,True,[]
21,Alert attentive brown Sighthounds dog,3,True,[]
22,Happy young family with dog in autumn woods,3,True,[]
23,Crop man doctor with hands on sick dog at scanner unit,3,True,[]
24,Man holding two pointer dogs  by collars in grassland,4,True,[]
25,gay couple with their dogs outdoors in nature,3,True,[]
26,AI generated image of Asian middle-aged man kissing and pampering his brown German short-haired Kurzhaar pointer dog,3,True,"{'id': 695, 'name': 'People'}"
27,Sweet dog looking at the camera while sitting in a coffee shop cafe,3,True,[]
28,Portrait of a dog in a feild,4,True,"{'id': 572, 'name': 'Fields'}"
29,Woman having fun with her dog in London,3,True,[]
30,Portrait of dog standing in pickup truck,3,True,[]
31,Puppy and adult welsh corgis sitting on top of stairs indoors,3,True,[]
32,close up portrait of cute dog,3,True,[]
33,funny cute dog looking at camera,3,True,[]
34,Dogs on snowy forest trail,3,True,"{'id': 1, 'name': 'Animals'}"
35,West Highland White Terrier on boat dock,3,True,"{'id': 1, 'name': 'Animals'}"
36,Woman with poodle dog sitting in bicycle basket,4,True,"{'id': 643, 'name': 'Lifestyle'}"
37,Boy pats his kelpie dog on the back of the farm ute,3,True,"{'id': 695, 'name': 'People'}"
38,golden retriever laying in an orange dog  bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
39,Dogs peeping through gap in kennels,4,True,[]
40,A handsome bearded man with his dogs in beautiful desert hot springs during the golden hour,3,True,"{'id': 620, 'name': 'Clouds'}"
41,Teenage girl using her smart mobile phone on the living room sofa with her dog,3,True,"{'id': 1, 'name': 'Animals'}"
42,"Two Dogs Playing In The Water On The Beach At Punta Paloma; Tarifa, Cadiz, Andalusia, Spain",4,True,"{'id': 1, 'name': 'Animals'}"
43,Girl painting picture accompanied by her dog at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
44,"Travel lifestyle view of two cute cocker spaniel dogs leaning out of window of green Land Rover Defender car in England, UK.",4,True,"{'id': 1043, 'name': 'Travel'}"
45,gay couple with their dogs outdoors in nature,3,True,[]
46,Happy family with Border Collie dogs in park,3,True,"{'id': 695, 'name': 'People'}"
47,"young woman playing with her dogs in apartment
",3,True,[]
48,Portrait of a dog looking curious while resting in a garden.,3,True,[]
49,"Family Diversity, Owner and Dogs, A Heartwarming Bond.",3,True,[]
50,Dogs with funny faces resting on a sofa,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
51,Two sleepy and funny dogs wrapped in white blankets in a bedroom,3,True,"{'id': 109, 'name': 'Other'}"
52,Happy father and son at home with dog on desk,4,True,"{'id': 643, 'name': 'Lifestyle'}"
53,woman giving a command to her dog,3,True,[]
54,Wolf dogs in the mountain,3,True,[]
55,Dog walker with dogs in park,4,True,"{'id': 167, 'name': 'Business'}"
56,Jack Russell Terrier dog wearing burgundy shirt against beige background,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,Romantic couple standing together in park with two dogs on leads,3,True,"{'id': 695, 'name': 'People'}"
58,"Sweden, Medelpad, Boy (8-9) fishing with dog",4,True,[]
59,West Highland White Terrier in colorful flowers,3,True,"{'id': 1, 'name': 'Animals'}"
60,Portrait of Vizla dog standing on a meadow.,3,True,[]
61,Family portrait of a pregnant woman with her husband and their dog,3,True,[]
62,Woman with Muscular Dystrophy in her power chair telling her service dog to stay,4,True,"{'id': 1, 'name': 'Animals'}"
63,Woman obedience training with her golden retriever puppy dog to sit in backyard grass,3,True,"{'id': 1, 'name': 'Animals'}"
64,Hunting dogs,4,True,[]
65,Senior man painting with his dog at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
66,Young woman training dogs at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
67,dogs playing at home,3,True,[]
68,Woman walking her black greyhound dog,3,True,"{'id': 633, 'name': 'Beaches'}"
69,Child giving his pet puppy dog a bath,3,True,[]
70,Rear view of little girl and dog playing together outdoors,3,True,"{'id': 596, 'name': 'Landscapes'}"
71,Happy friends sitting with dogs on bench at park,3,True,[]
72,"A dogs life, Sand sticks and sea.",3,True,"{'id': 633, 'name': 'Beaches'}"
73,Veterinarian examining a dog with a stethoscope while another doctor holds the dog.,3,True,"{'id': 875, 'name': 'Surgery'}"
74,Young man with dogs working at desk in home office,4,True,"{'id': 1, 'name': 'Animals'}"
75,Shallow focus photo of short-coated black dog,3,True,[]
76,Woman embracing dog in field,4,True,"{'id': 643, 'name': 'Lifestyle'}"
77,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
78,Flower Farmer in greenhouse playing with her dogs,3,True,[]
79,West Highland White Terrier outdoors on floatie in pool,3,True,"{'id': 1, 'name': 'Animals'}"
80,Dogs for gay pride,3,True,[]
81,"African wild dogs (Lycaon pictus), standing and playing, South Luangwa National Park, Zambia, Africa",3,True,"{'id': 1043, 'name': 'Travel'}"
82,"Dog frowns at the camera; Polk City, Iowa, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
83,A girl walking in a beach with a surf board and a dog,3,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
84,"Red Cavapoo dog puppy, age 8 weeks, jumping up and waving. ",4,True,"{'id': 1, 'name': 'Animals'}"
85,Senior man in wheelchair petting dog with friends at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
86,AI Generated Image of closeup of cute playful German short haired pointer having fun in a meadow while standing with opened mouth and looking at camera,3,True,"{'id': 1, 'name': 'Animals'}"
87,African American senior woman feeding two dogs in kitchen at home,4,True,"{'id': 775, 'name': 'Women'}"
88,AI generated illustrations of armored dogs,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
89,Two dogs side by side,3,True,[]
90,Laughing young boy laying down on wooden floor while his dog is licking his hands,4,True,"{'id': 695, 'name': 'People'}"
91,Person tuckes two tiny dogs into warm jacket outside in afternoon sun,3,True,"{'id': 695, 'name': 'People'}"
92,Girl looking at her dog through the window at home,3,True,[]
93,manx kitten and retriever dog,3,True,[]
94,cute hairy dog portrait looking up,3,True,[]
95,"
woman feeding dogs",3,True,[]
96,Happy young couple enjoying with dog on balcony,4,True,"{'id': 643, 'name': 'Lifestyle'}"
97,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
98,Two domestic dogs at home.,3,True,[]
99,West Highland White Terrier puppy on blue blanket,3,True,"{'id': 1, 'name': 'Animals'}"
0,Close-up of a windswept yorkie dog sticking its head out of an open car window,3,True,"{'id': 1, 'name': 'Animals'}"
1,"African wild dogs (Lycaon pictus), Madikwe Game Reserve, North West province",3,True,[]
2,"Close-up portrait of a Black Labrador retriever puppy (Canis Lupus Familiaris) staying afloat in an inner tube in turquoise water; Maui, Hawaii, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
3,girl cuddling her dog,3,True,"{'id': 572, 'name': 'Fields'}"
4,Big brown dog and small spotted dog in apartment,3,True,[]
5,Young woman feeding dog while using smartphone in home kitchen,3,True,"{'id': 695, 'name': 'People'}"
6,Generative AI illustration elderly gentleman in a dapper red suit and hat poses with his adorable small dog on a city street,3,True,"{'id': 695, 'name': 'People'}"
7,Funny dogs sitting on steps together,3,True,[]
8,Woman lying on bed with dog,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
9,Dog being softly petted ,3,True,[]
10,Studio portrait of happy mature man and his pet dog smiling.  Generative AI. ,3,True,"{'id': 695, 'name': 'People'}"
11,Dogs relaxing on snow covered field,3,True,"{'id': 109, 'name': 'Other'}"
12,Dry brachycephalic dog nose with narrow nostrils of a French Bulldog,4,True,"{'id': 1, 'name': 'Animals'}"
13,Playful dog choosing a squeaky toy to play with in the living room at home indoors,3,True,"{'id': 1, 'name': 'Animals'}"
14,dog in field and grass,3,True,"{'id': 596, 'name': 'Landscapes'}"
15,A set of dogs playing on the beach,3,True,[]
16,Disabled dog sitting on table near veterinarian and woman in clinic,4,True,"{'id': 643, 'name': 'Lifestyle'}"
17,women giving Halloween treats to costumed dogs,3,True,"{'id': 836, 'name': 'Halloween'}"
18,Shiba inu dog,3,True,[]
19,West Highland White Terrier puppy with toy on grassy lawn,3,True,"{'id': 1, 'name': 'Animals'}"
20,Swedish hot dogs and hasselback potatoes. ,3,True,[]
21,Two dogs looking at plate,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
22,Prague ratter dog resting on his bed,3,True,[]
23,Curious dog looking through metal fence,3,True,[]
24,Weimaraner dog standing on rock,3,True,"{'id': 1, 'name': 'Animals'}"
25,happy border collie dog,3,True,"{'id': 1, 'name': 'Animals'}"
26,Generative AI illustration of happy dog running in the snow winter woods looking at camera,3,True,"{'id': 1, 'name': 'Animals'}"
27,Happy young man and woman holding disposable coffee cups while sitting with dogs in park,4,True,"{'id': 1, 'name': 'Animals'}"
28,AI generated illustrations of armored dogs,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
29,Family with dog strolling in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
30,Couple walking outside with dog,3,True,[]
31,Dogs standing on rocks against mountains and sky,3,True,"{'id': 620, 'name': 'Clouds'}"
32,men and dog playing and having fun at the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
33,Broholmer dog breed puppy with a light blue collar walking on the grass,4,True,"{'id': 1043, 'name': 'Travel'}"
34,Beware of dog,3,True,[]
35,Travel with dog in pickup truck,3,True,[]
36,Woman stroking Vizsla dog at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
37,Happy dog in the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
38,Senior woman with dogs,3,True,[]
39,Two goldendoodles playing with large stick in field,3,True,"{'id': 1, 'name': 'Animals'}"
40,A corgi dog out for a walk in the park,3,True,"{'id': 1, 'name': 'Animals'}"
41,Boy gives a cookie to his dog under the table,4,True,"{'id': 422, 'name': 'Cookies and Biscuits'}"
42,Rear view of boy sitting with dog on beach,4,True,"{'id': 633, 'name': 'Beaches'}"
43,Portrait of caucasian man and dog sitting on the couch at home,4,True,"{'id': 135, 'name': 'Living rooms'}"
44,Happy woman playing with water dog in front of yellow wall,3,True,"{'id': 643, 'name': 'Lifestyle'}"
45,"woman working from home, with pet dog",3,True,"{'id': 1, 'name': 'Animals'}"
46,Couple caressing dogs on bench against green meadow,3,True,"{'id': 695, 'name': 'People'}"
47,Hugging the dog,3,True,[]
48,Black and white dog stucking out tongue,3,True,[]
49,two large dogs being caressed by the owner,3,True,"{'id': 867, 'name': 'Eye Care'}"
50,Taking the dogs for a walk,3,True,[]
51,Two little dogs standing together outside,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
52,Man feeding dogs in day care center,4,True,"{'id': 167, 'name': 'Business'}"
53,Dog under blanket on sofa.,3,True,[]
54,"Collie dog sits on a rock n the middle of a glassy lake. Aspen's majestic Maroon Bells reflect in the water; Aspen, Colorado, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
55,dogs in the gras,3,True,"{'id': 1, 'name': 'Animals'}"
56,Chihuahua dogs with woman wall,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,Two dogs indoor,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
58,Old woman with dogs,3,True,[]
59,West Highland White Terrier puppy running in grass,3,True,"{'id': 1, 'name': 'Animals'}"
60,Woman and her big dog,3,True,[]
