,title,premium_level_id,is_premium,category
78,"teenage girl hiker with her English Cream Golden Retriever puppy looking at the Slate River, Crested Butte, CO.",4,True,"{'id': 922, 'name': 'Sports'}"
79,dog starring at camera with sad face,3,True,[]
80,Woman with dogs talking selfie through smart phone at beach during sunny day,4,True,"{'id': 633, 'name': 'Beaches'}"
81,French Bulldogs in Front of Houses,3,True,[]
82,Crop woman stroking adorable Border Collie and Pomeranian dogs in room,3,True,[]
83,Pet dogs at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
84,Low angle shot of sled dogs pulling musher. Winter scene in Swedish Lapland,3,True,"{'id': 1, 'name': 'Animals'}"
85,Curious dog watching woman eating lunch in home office,4,True,"{'id': 1, 'name': 'Animals'}"
86,Woman playing with purebred dogs on sofa,3,True,"{'id': 695, 'name': 'People'}"
87,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
88,"A young woman trains dog on the beach
",3,True,[]
89,African American senior woman feeding two dogs in kitchen at home,4,True,"{'id': 135, 'name': 'Living rooms'}"
90,Winter walk with the dogs,3,True,"{'id': 109, 'name': 'Other'}"
91,Detail of leather boots with blanket in car van ,3,True,[]
92,girl and dogs,3,True,[]
93,"African wild dogs (Lycaon pictus), Madikwe Game Reserve, North West province",3,True,[]
94,Little girl playing with dog in autumn woods,3,True,"{'id': 695, 'name': 'People'}"
95,dogs with winter coats,3,True,[]
96,Couple running with their dogs in nature,4,True,[]
97,Side view of crop anonymous male giving bone and feeding Great Dane dog while standing on street,3,True,[]
98,Sunset Watching,3,True,[]
99,dogs chasing each other,3,True,[]
0,"Portrait of dachshund and Boston terrier dogs (Canis lupus familiaris) sitting together in a velvet chair in an abandoned house, looking at camera",4,True,"{'id': 1, 'name': 'Animals'}"
1,Portrait of a dog,3,True,[]
2,Purebred dogs sitting on stairs,3,True,[]
3,Gay couple playing with dogs,3,True,[]
4,Close up of West Highland White Terrier,3,True,"{'id': 1, 'name': 'Animals'}"
5,Two large dogs sitting on a fancy velvet seat in studio,3,True,[]
6,Anonymous young man playing with dogs in park,3,True,"{'id': 695, 'name': 'People'}"
7,girl playing with dog in the backyard,3,True,"{'id': 695, 'name': 'People'}"
8,A dog on a beach,3,True,"{'id': 1, 'name': 'Animals'}"
9,Two working dogs sit on ute.,3,True,[]
10,Same sex female couple holding hands walking dogs on Cape Cod beach,3,True,"{'id': 109, 'name': 'Other'}"
11,Woman  playing with wolf dog in the forest,3,True,[]
12,Dalmatian,3,True,"{'id': 1, 'name': 'Animals'}"
13,Two dogs lying in the sun,3,True,[]
14,Cute dog,3,True,[]
15,Woman sitting smiling at her Pitbull pet dog,3,True,"{'id': 1, 'name': 'Animals'}"
16,Smiling woman lying with collie dogs on grass at park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
17,Mature Black woman playing with her pet dog in bedroom at home,3,True,[]
18,Two short-coated brown and gray dogs,3,True,[]
19,Happy african american mother and son lying on floor with their pet dog,4,True,"{'id': 731, 'name': 'Parenting'}"
20,Shy mixed breed dogs in doghouse,3,True,[]
21,Portrait of little italian greyhound dog,3,True,"{'id': 1, 'name': 'Animals'}"
22,"young woman playing with her dogs in apartment
",3,True,[]
23,AI generated illustration dog,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
24,West Highland White Terrier outdoors on floatie in pool,3,True,"{'id': 1, 'name': 'Animals'}"
25,young woman with her dog at home,3,True,[]
26,Man with dogs sitting in living room,3,True,"{'id': 1, 'name': 'Animals'}"
27,Farmer and working dogs sitting in ute in the paddock.,3,True,"{'id': 1013, 'name': 'Transport'}"
28,Playful woman giving high-five to dog while sitting at home office,4,True,"{'id': 643, 'name': 'Lifestyle'}"
29,Teenage girl walking dogs,3,True,[]
30,Close up of wheaten terrier dog surrounded by green fern leaves.,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
31,Woman hugging a dog,3,True,[]
32,Little girl playing with dog in autumn woods,3,True,"{'id': 695, 'name': 'People'}"
33,cute dachshund waiting,3,True,"{'id': 1, 'name': 'Animals'}"
34,Dogs: Shiba inu dog in red hat,3,True,"{'id': 618, 'name': 'Winter'}"
35,Cute Schnauzer dog portrait,3,True,[]
36,Happy couple sitting in living room with dogs and cardboard boxes,4,True,[]
37,Dog Walking Illustration,3,True,"{'id': 1, 'name': 'Animals'}"
38,Two young friends playing with their dogs,3,True,[]
39, Veterinarian examining dogs teeth,4,True,"{'id': 744, 'name': 'Doctor'}"
40,Young man and his dogs enjoying the sunset on the top of the mountain,3,True,"{'id': 734, 'name': 'Men'}"
41,portrait of a labrador retriever dog,3,True,[]
42, woman feeding five pet dogs indoors at home,3,True,[]
43,dogs sleeping on dog bed,3,True,[]
44,"Running Dogs, Linda Braucht (b.20th C./American), Computer graphics",3,True,"{'id': 1, 'name': 'Animals'}"
45,gay couple with their dogs outdoors in nature,3,True,[]
46,Generative AI image of leaping beagle and a smiling boy in the garden.,3,True,"{'id': 1, 'name': 'Animals'}"
47,funny photo of a dog wearing a party hat,3,True,"{'id': 1, 'name': 'Animals'}"
48,Portrait of a German shorthaired pointer dog wearing Easter bunny ears and a bow tie,3,True,"{'id': 1, 'name': 'Animals'}"
49,dog working behind the laptop,3,True,[]
50,Portrait of dog lying on carpet at home,3,True,"{'id': 1, 'name': 'Animals'}"
51,Woman drying off her dog,3,True,[]
52,Couple walks their dogs down the sidewalk,3,True,[]
53,Young woman petting sad dog in the animal shelter,4,True,"{'id': 912, 'name': 'Homelessness'}"
54,Broholmer dog breed puppy standing and looking into the camera,4,True,"{'id': 1043, 'name': 'Travel'}"
55,black Schnauzer dog  studio portrait ,3,True,[]
56,Smiling senior woman holding plate of food and stroking dog at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,"young boy and his dogs by river, Crested Butte, CO.",4,True,"{'id': 922, 'name': 'Sports'}"
58,Prairie dogs,3,True,[]
59,Girl playing with her dogs in the porch,4,True,"{'id': 775, 'name': 'Women'}"
60,Big orange dog looks his human in a forest,3,True,[]
61,Two dogs at crematorium by the river. ,3,True,[]
62,Low section of two women walking dogs in forest,4,True,"{'id': 695, 'name': 'People'}"
63,dogs sleeping on dog bed,3,True,[]
64,Close-up of hot dogs cooking on a grill,3,True,"{'id': 289, 'name': 'Food'}"
65,gay couple with their dogs outdoors in nature,3,True,[]
66,Generative AI illustration of portrait of cool dog in black virtual reality glasses with opened mouth on blue background,3,True,"{'id': 1, 'name': 'Animals'}"
67,Mid fifties woman looking sideways with farm dogs on ute.,3,True,"{'id': 1, 'name': 'Animals'}"
68,"Two Chocolate Labrador dogs walking in ocean, Florida, USA",3,True,"{'id': 1, 'name': 'Animals'}"
69,"Female dog walker walking dogs on leashes in city park
",4,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
70,two sisters and dogs laying in bed holding hands giggling morning time,3,True,"{'id': 109, 'name': 'Other'}"
71,dog playing with a stick,3,True,"{'id': 1, 'name': 'Animals'}"
72,Dog dressed up,3,True,[]
73,dogs playing at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
74,AI generated illustration dog,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
75,Film photograph of two mutt dogs playing with their family on the sofa,3,True,[]
76,Jack Russell Terrier dog wearing burgundy shirt against beige background,4,True,"{'id': 643, 'name': 'Lifestyle'}"
77,Woman with dogs on the beach.,3,True,[]
78,Two dogs on top of sand hill,3,True,"{'id': 469, 'name': 'Frames'}"
79,A beautiful woman has fun with her dog in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
80,Woman with Cocker Spaniel dog standing outdoors,4,True,[]
81,Senior woman drying dog with towel in bathroom after wash,3,True,"{'id': 643, 'name': 'Lifestyle'}"
82,Golden retriever dog chasing toy while swimming under water in swimming pool,3,True,"{'id': 1, 'name': 'Animals'}"
83,Beautiful woman with long hair holding smart phone while looking at dog in living room,3,True,[]
84,Lost poster for robot dog,3,True,[]
85,dogs lying on the seat of a motorhome,3,True,[]
86,Arctic sled dogs traverse melting ice landscape. Generative ai image,3,True,"{'id': 1, 'name': 'Animals'}"
87,Girl with her dog,3,True,[]
88,Windswept Yorkie puppy dog looking out of a car window,3,True,[]
89,"People walking dogs on leashes
",4,True,"{'id': 1, 'name': 'Animals'}"
90,"Adorable shot of girl embracing her dog in outdoors. Generative AI, Generative AI",3,True,"{'id': 1, 'name': 'Animals'}"
91,Dog drinking from a bottle of water for dogs,3,True,"{'id': 2, 'name': 'Accessories'}"
92,Woman  playing with wolf dog in the forest,3,True,[]
93,a row of Pixelated dogs on pink background,3,True,[]
94,"Black and white Frenchton, boston terrier and french bull dog, at the beach",3,True,"{'id': 633, 'name': 'Beaches'}"
95,Two dogs on beach at seaside,3,True,"{'id': 596, 'name': 'Landscapes'}"
96,"Hot dogs with French fries, ketchup and mayonnaise",4,True,[]
97,dog playing with a stick,3,True,"{'id': 596, 'name': 'Landscapes'}"
98,Small dog sunbathing in a field of yellow flowers,4,True,"{'id': 1043, 'name': 'Travel'}"
99,senior woman laughing with her dogs in the backyard,3,True,[]
0,pawprints in the sand,3,True,"{'id': 633, 'name': 'Beaches'}"
1,Woman pampering dog while doing yoga in the gym,3,True,[]
2,Portrait of a mixed breed dog making a funny face against a black background; Studio Shot,4,True,"{'id': 1, 'name': 'Animals'}"
3,Portrait of dog in winter,4,True,"{'id': 618, 'name': 'Winter'}"
4,dogs sleeping on dog bed,3,True,[]
5,gay couple with their dogs outdoors in nature,3,True,[]
6,Happy family with Border Collie dogs in park,3,True,"{'id': 695, 'name': 'People'}"
7,Farmer and working dogs walking in the dust,3,True,[]
8,"Group of fourteen dogs sitting on a bench and table in the park, Florida, USA",3,True,"{'id': 1, 'name': 'Animals'}"
9,Two African wild dogs (Lycaon pictus) ,3,True,"{'id': 1, 'name': 'Animals'}"
10,Millennial man sitting with his two black dogs on alert in the forest,3,True,[]
11,"A woman and her dog watch from the back of a boat at Elephant Butte State Park, New Mexico",3,True,"{'id': 1043, 'name': 'Travel'}"
12,Wolf dogs in the mountain,3,True,[]
13,People petting dog in group therapy session,4,True,"{'id': 1, 'name': 'Animals'}"
14,Close up of dog laying on floor,4,True,[]
15,training a dog,3,True,"{'id': 1, 'name': 'Animals'}"
16,Brown poodle dog on grass in park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
17,Alert attentive brown Sighthounds dog,3,True,[]
18,Happy young family with dog in autumn woods,3,True,[]
19,"Mother and grand mother cleaning garden, gardening ",3,True,"{'id': 643, 'name': 'Lifestyle'}"
20,Crop man doctor with hands on sick dog at scanner unit,3,True,[]
21,Man holding two pointer dogs  by collars in grassland,4,True,[]
22,Sweet dog looking at the camera while sitting in a coffee shop cafe,3,True,[]
23,Portrait of a dog in a feild,4,True,"{'id': 572, 'name': 'Fields'}"
24,Portrait of dog standing in pickup truck,3,True,[]
25,gay couple with their dogs outdoors in nature,3,True,[]
26,AI generated image of Asian middle-aged man kissing and pampering his brown German short-haired Kurzhaar pointer dog,3,True,"{'id': 695, 'name': 'People'}"
27,close up portrait of cute dog,3,True,[]
28,Woman having fun with her dog in London,3,True,[]
29,West Highland White Terrier on boat dock,3,True,"{'id': 1, 'name': 'Animals'}"
30,Puppy and adult welsh corgis sitting on top of stairs indoors,3,True,[]
31,funny cute dog looking at camera,3,True,[]
32,Dogs on snowy forest trail,3,True,"{'id': 1, 'name': 'Animals'}"
33,golden retriever laying in an orange dog  bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
34,Dogs peeping through gap in kennels,4,True,[]
35,Boy pats his kelpie dog on the back of the farm ute,3,True,"{'id': 695, 'name': 'People'}"
36,Woman carrying poodle dog in wicker basket and walking at autumn park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
37,A handsome bearded man with his dogs in beautiful desert hot springs during the golden hour,3,True,"{'id': 620, 'name': 'Clouds'}"
38,Teenage girl using her smart mobile phone on the living room sofa with her dog,3,True,"{'id': 1, 'name': 'Animals'}"
39,Woman with Muscular Dystrophy in her power chair telling her service dog to stay,4,True,"{'id': 1, 'name': 'Animals'}"
40,"Travel lifestyle view of two cute cocker spaniel dogs leaning out of window of green Land Rover Defender car in England, UK.",4,True,"{'id': 1043, 'name': 'Travel'}"
41,Girl painting picture accompanied by her dog at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
42,"young woman playing with her dogs in apartment
",3,True,[]
43,Portrait of a dog looking curious while resting in a garden.,3,True,[]
44,"Family Diversity, Owner and Dogs, A Heartwarming Bond.",3,True,[]
45,gay couple with their dogs outdoors in nature,3,True,[]
46,Young woman training dogs at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
47,Happy father and son at home with dog on desk,4,True,"{'id': 643, 'name': 'Lifestyle'}"
48,Dogs with funny faces resting on a sofa,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
49,woman giving a command to her dog,3,True,[]
50,Two sleepy and funny dogs wrapped in white blankets in a bedroom,3,True,"{'id': 109, 'name': 'Other'}"
51,Wolf dogs in the mountain,3,True,[]
52,Dog walker with dogs in park,4,True,"{'id': 167, 'name': 'Business'}"
53,"Sweden, Medelpad, Boy (8-9) fishing with dog",4,True,[]
54,West Highland White Terrier in colorful flowers,3,True,"{'id': 1, 'name': 'Animals'}"
55,Romantic couple standing together in park with two dogs on leads,3,True,"{'id': 695, 'name': 'People'}"
56,Woman with poodle dog sitting in bicycle basket,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,Portrait of Vizla dog standing on a meadow.,3,True,[]
58,Family portrait of a pregnant woman with her husband and their dog,3,True,[]
59,"Two Dogs Playing In The Water On The Beach At Punta Paloma; Tarifa, Cadiz, Andalusia, Spain",4,True,"{'id': 1, 'name': 'Animals'}"
60,Woman obedience training with her golden retriever puppy dog to sit in backyard grass,3,True,"{'id': 1, 'name': 'Animals'}"
61,man walking dogs by the coast,3,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
62,dogs playing at home,3,True,[]
63,Hunting dogs,4,True,[]
64,Senior man painting with his dog at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
65,Woman walking her black greyhound dog,3,True,"{'id': 633, 'name': 'Beaches'}"
66,AI Generated Image of closeup of cute playful German short haired pointer having fun in a meadow while standing with opened mouth and looking at camera,3,True,"{'id': 1, 'name': 'Animals'}"
67,Child giving his pet puppy dog a bath,3,True,[]
68,Rear view of little girl and dog playing together outdoors,3,True,"{'id': 596, 'name': 'Landscapes'}"
69,"A dogs life, Sand sticks and sea.",3,True,"{'id': 633, 'name': 'Beaches'}"
70,Happy friends sitting with dogs on bench at park,3,True,[]
71,Young woman walking with her dog,3,True,[]
72,Veterinarian examining a dog with a stethoscope while another doctor holds the dog.,3,True,"{'id': 875, 'name': 'Surgery'}"
73,Young man with dogs working at desk in home office,4,True,"{'id': 1, 'name': 'Animals'}"
74,West Highland White Terrier outdoors on floatie in pool,3,True,"{'id': 1, 'name': 'Animals'}"
75,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
76,Woman embracing dog in field,4,True,"{'id': 643, 'name': 'Lifestyle'}"
77,Shallow focus photo of short-coated black dog,3,True,[]
78,Flower Farmer in greenhouse playing with her dogs,3,True,[]
79,"Dog frowns at the camera; Polk City, Iowa, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
80,Dogs for gay pride,3,True,[]
81,"African wild dogs (Lycaon pictus), standing and playing, South Luangwa National Park, Zambia, Africa",3,True,"{'id': 1043, 'name': 'Travel'}"
82,A girl walking in a beach with a surf board and a dog,3,True,"{'id': 498, 'name': 'Hobbies and Leisure'}"
83,African American senior woman feeding two dogs in kitchen at home,4,True,"{'id': 775, 'name': 'Women'}"
84,Senior man in wheelchair petting dog with friends at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
85,AI generated illustrations of armored dogs,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
86,Generative AI illustration elderly gentleman in a dapper red suit and hat poses with his adorable small dog on a city street,3,True,"{'id': 695, 'name': 'People'}"
87,Two dogs side by side,3,True,[]
88,"Red Cavapoo dog puppy, age 8 weeks, jumping up and waving. ",4,True,"{'id': 1, 'name': 'Animals'}"
89,Laughing young boy laying down on wooden floor while his dog is licking his hands,4,True,"{'id': 695, 'name': 'People'}"
90,Person tuckes two tiny dogs into warm jacket outside in afternoon sun,3,True,"{'id': 695, 'name': 'People'}"
91,manx kitten and retriever dog,3,True,[]
92,Girl looking at her dog through the window at home,3,True,[]
93,cute hairy dog portrait looking up,3,True,[]
94,West Highland White Terrier puppy on blue blanket,3,True,"{'id': 1, 'name': 'Animals'}"
95,Middle aged woman training dogs outside,3,True,"{'id': 695, 'name': 'People'}"
96,Happy young couple enjoying with dog on balcony,4,True,"{'id': 643, 'name': 'Lifestyle'}"
97,"
woman feeding dogs",3,True,[]
98,Two domestic dogs at home.,3,True,[]
99,"Close-up portrait of a Black Labrador retriever puppy (Canis Lupus Familiaris) staying afloat in an inner tube in turquoise water; Maui, Hawaii, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
0,Close-up of a windswept yorkie dog sticking its head out of an open car window,3,True,"{'id': 1, 'name': 'Animals'}"
1,"African wild dogs (Lycaon pictus), Madikwe Game Reserve, North West province",3,True,[]
2,woman with dog,3,True,"{'id': 1, 'name': 'Animals'}"
3,Young woman feeding dog while using smartphone in home kitchen,3,True,"{'id': 695, 'name': 'People'}"
4,girl cuddling her dog,3,True,"{'id': 572, 'name': 'Fields'}"
5,Big brown dog and small spotted dog in apartment,3,True,[]
6,Couple caressing dogs on bench against green meadow,3,True,"{'id': 695, 'name': 'People'}"
7,Funny dogs sitting on steps together,3,True,[]
8,Woman lying on bed with dog,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
9,Dog being softly petted ,3,True,[]
10,Dogs relaxing on snow covered field,3,True,"{'id': 109, 'name': 'Other'}"
11,Studio portrait of happy mature man and his pet dog smiling.  Generative AI. ,3,True,"{'id': 695, 'name': 'People'}"
12,Dry brachycephalic dog nose with narrow nostrils of a French Bulldog,4,True,"{'id': 1, 'name': 'Animals'}"
13,Playful dog choosing a squeaky toy to play with in the living room at home indoors,3,True,"{'id': 1, 'name': 'Animals'}"
14,West Highland White Terrier puppy with toy on grassy lawn,3,True,"{'id': 1, 'name': 'Animals'}"
15,dog in field and grass,3,True,"{'id': 596, 'name': 'Landscapes'}"
16,Disabled dog sitting on table near veterinarian and woman in clinic,4,True,"{'id': 643, 'name': 'Lifestyle'}"
17,A set of dogs playing on the beach,3,True,[]
18,women giving Halloween treats to costumed dogs,3,True,"{'id': 836, 'name': 'Halloween'}"
19,Romantic couple standing together in park with two dogs on leads,3,True,"{'id': 695, 'name': 'People'}"
20,Shiba inu dog,3,True,[]
21,Swedish hot dogs and hasselback potatoes. ,3,True,[]
22,Two dogs looking at plate,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
23,Prague ratter dog resting on his bed,3,True,[]
24,Curious dog looking through metal fence,3,True,[]
25,Weimaraner dog standing on rock,3,True,"{'id': 1, 'name': 'Animals'}"
26,Joyful dogs celebrating with party hats outdoors Generative AI image,3,True,"{'id': 1, 'name': 'Animals'}"
27,Happy young man and woman holding disposable coffee cups while sitting with dogs in park,4,True,"{'id': 1, 'name': 'Animals'}"
28,AI generated illustrations of armored dogs,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
29,Family with dog strolling in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
30,Dogs standing on rocks against mountains and sky,3,True,"{'id': 620, 'name': 'Clouds'}"
31,Couple walking outside with dog,3,True,[]
32,Broholmer dog breed puppy with a light blue collar walking on the grass,4,True,"{'id': 1043, 'name': 'Travel'}"
33,Beware of dog,3,True,[]
34,Two goldendoodles playing with large stick in field,3,True,"{'id': 1, 'name': 'Animals'}"
35,Travel with dog in pickup truck,3,True,[]
36,Woman stroking Vizsla dog at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
37,Happy dog in the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
38,A corgi dog out for a walk in the park,3,True,"{'id': 1, 'name': 'Animals'}"
39,happy border collie dog,3,True,"{'id': 1, 'name': 'Animals'}"
40,Senior woman with dogs,3,True,[]
41,Boy gives a cookie to his dog under the table,4,True,"{'id': 422, 'name': 'Cookies and Biscuits'}"
42,Portrait of caucasian man and dog sitting on the couch at home,4,True,"{'id': 135, 'name': 'Living rooms'}"
43,Happy woman playing with water dog in front of yellow wall,3,True,"{'id': 643, 'name': 'Lifestyle'}"
44,Hugging the dog,3,True,[]
45,Black and white dog stucking out tongue,3,True,[]
46,Unrecognizable person training dogs at home,3,True,"{'id': 1, 'name': 'Animals'}"
47,men and dog playing and having fun at the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
48,Rear view of boy sitting with dog on beach,4,True,"{'id': 633, 'name': 'Beaches'}"
49,two large dogs being caressed by the owner,3,True,"{'id': 867, 'name': 'Eye Care'}"
50,Two little dogs standing together outside,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
51,Dog under blanket on sofa.,3,True,[]
52,Taking the dogs for a walk,3,True,[]
53,Man feeding dogs in day care center,4,True,"{'id': 167, 'name': 'Business'}"
54,West Highland White Terrier puppy running in grass,3,True,"{'id': 1, 'name': 'Animals'}"
55,"Collie dog sits on a rock n the middle of a glassy lake. Aspen's majestic Maroon Bells reflect in the water; Aspen, Colorado, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
56,Chihuahua dogs with woman wall,4,True,"{'id': 643, 'name': 'Lifestyle'}"
57,dogs in the gras,3,True,"{'id': 1, 'name': 'Animals'}"
58,Portrait of cute Pomeranian dog,3,True,[]
59,"woman working from home, with pet dog",3,True,"{'id': 1, 'name': 'Animals'}"
60,Old woman with dogs,3,True,[]
61,Two dogs indoor,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
